Continent,Country,Location Chinese,Location English,Current Location,Latitude,Longitude,Business Name Chinese,Business Name English,Sector,Sub-Category,Name-chi,Type-chi,Name-eng,Type-eng,Town-chi,Province-chi,Town-eng,Province-eng
North America,United States,哀大后省 梳順埠,"Shoshone, Idaho",,42.93373,-114.40789,廣經雜貨,"Kwong King & Co., General Merchandise",Retail Trade,General Merchandise Stores,廣經,雜貨,Kwong King & Co.,"Kwong King & Co., General Merchandise",梳順埠,哀大后省,Shoshone,Idaho
North America,United States,哀大后省 梳順埠,"Shoshone, Idaho",,42.93373,-114.40789,廣盛衣洗,"Quong Sing & Co., Laundry",Other Services,Laundry Services,廣盛,洗衣,Quong Sing & Co.,"Quong Sing & Co., Laundry",梳順埠,哀大后省,Shoshone,Idaho
North America,United States,哀大后省 梳順埠,"Shoshone, Idaho",,42.93373,-114.40789,勝利餐館,"Sing Lee & Co., Restaurant",Accommodation & Foodservice,Foodservice,勝利,餐館,Sing Lee & Co.,"Sing Lee & Co., Restaurant",梳順埠,哀大后省,Shoshone,Idaho
North America,United States,哀大后省 水路吡失地埠,"Silver City, Idaho",,43.0166,-116.733116,寶泰什貨,"POW HAI & CO., General Merchandise",Retail Trade,General Merchandise Stores,寶泰,雜貨,POW HAI & CO.,"POW HAI & CO., General Merchandise",水路吡失地埠,哀大后省,Silver City,Idaho
North America,United States,哀大后省 水路吡失地埠,"Silver City, Idaho",,43.0166,-116.733116,雙利什貨,"SONG LEE & CO., General Merchandise",Retail Trade,General Merchandise Stores,雙利,雜貨,SONG LEE & CO.,"SONG LEE & CO., General Merchandise",水路吡失地埠,哀大后省,Silver City,Idaho
North America,United States,哀大后省 水路吡失地埠,"Silver City, Idaho",,43.0166,-116.733116,怡盛雜貨,"Yee Sing & Co., General Merchandise",Retail Trade,General Merchandise Stores,怡盛,雜貨,Yee Sing & Co.,"Yee Sing & Co., General Merchandise",水路吡失地埠,哀大后省,Silver City,Idaho
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.882069,-87.627803,差李洗衣,"Charlie, Laundry",Other Services,Laundry Services,差李,洗衣,Charlie,"Charlie, Laundry",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.881876,-87.640556,差李洗衣,"Charlie Moy, Laundry",Other Services,Laundry Services,差李,洗衣,Charlie Moy,"Charlie Moy, Laundry",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.831118,-87.617616,差李三洗衣,"Charlie Sam, Laundry",Other Services,Laundry Services,差李三,洗衣,Charlie Sam,"Charlie Sam, Laundry",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.838067,-87.64626,差李珍洗衣,"Charlie Chin, Laundry",Other Services,Laundry Services,差李珍,洗衣,Charlie Chin,"Charlie Chin, Laundry",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,致中和藥材,"Chee Chung Wah, Drugs",Retail Trade,Health and Personal Care Stores,致中和,藥材,Chee Chung Wah,"Chee Chung Wah, Drugs",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.853423,-87.622474,市加咕餐館,"Chicago, Cafe",Accommodation & Foodservice,Foodservice,市加咕,餐館,Chicago,"Chicago, Cafe",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,中華會館,"CHINESE, Association",Other Services,Overseas Chinese Associations,中華,會館,CHINESE,"CHINESE, Association",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,華人裝麵公司,"Chinese, Noodle Manufacturing Co.",Manufacturing,Food Manufacturers,華人,裝麵公司,Chinese,"Chinese, Noodle Manufacturing Co.",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,中華學堂,"Chinese, School",Education Services,Schools,中華,學校,Chinese,"Chinese, School",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,中華物產營運公司,"CHINESE, TRADING COMPANY",Wholesale Trade,Others,中華物產,營運公司,CHINESE,"CHINESE, TRADING COMPANY",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,金源棧雜貨,"Gum Yuen Jan & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,金源棧,雜貨,Gum Yuen Jan & Co.,"Gum Yuen Jan & Co., Gen. Mdse.",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,吉祥軒(雜貨),"Kut Chung Hing & Co., Groceries",Retail Trade,General Merchandise Stores,吉祥軒,雜貨,Kut Chung Hing & Co.,"Kut Chung Hing & Co., Groceries",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,國民黨會所,Chung Hwa National Club,Other Services,Political Organizations,國民黨,會所,Chung Hwa,Chung Hwa National Club,市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.730263,-87.551367,綱記,Gong Kee & Co. ,Unclassified Establishments,Others,綱記,,Gong Kee & Co.,Gong Kee & Co. ,市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,英記雜貨,"H. L. Ying Kee, Gen. Mdse.",Retail Trade,General Merchandise Stores,英記,雜貨,H. L. Ying Kee,"H. L. Ying Kee, Gen. Mdse.",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.852823,-87.633829,協隆雜貨,"Hip Lung & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,協隆,雜貨,Hip Lung & Co.,"Hip Lung & Co., Gen. Mdse.",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.882069,-87.627803,杏芳酒樓,"HONG FONG LOW, Restaurant",Accommodation & Foodservice,Foodservice,杏芳,餐館,HONG FONG LOW,"HONG FONG LOW, Restaurant",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.881876,-87.640556,香港樓酒樓,"Hong Kong Low, Restaurant",Accommodation & Foodservice,Foodservice,香港樓,餐館,Hong Kong Low,"Hong Kong Low, Restaurant",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.852455,-87.622251,恒盛洗衣,"Hong Sing, Laundry",Other Services,Laundry Services,恒盛,洗衣,Hong Sing,"Hong Sing, Laundry",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,協勝堂會所,"Hip Sing Tong, Society",Other Services,Overseas Chinese Associations,協勝堂,會所,Hip Sing Tong,"Hip Sing Tong, Society",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.881876,-87.640556,昭利洗衣,"Joe Lee, Laundry",Other Services,Laundry Services,昭利,洗衣,Joe Lee,"Joe Lee, Laundry",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.882069,-87.627803,彩興樓酒樓,"Joy Hing Lo Co., (Restaurant)",Accommodation & Foodservice,Foodservice,彩興樓,餐館,Joy Hing Lo Co.,"Joy Hing Lo Co., (Restaurant)",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,岐元堂藥材,"Key Yuen Tong, Drugs",Retail Trade,Health and Personal Care Stores,岐元堂,藥材,Key Yuen Tong,"Key Yuen Tong, Drugs",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,金綸呂宋煙,"Kim Lun, Cigars",Retail Trade,Tobacco Stores,金綸,煙行,Kim Lun,"Kim Lun, Cigars",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.921574,-87.643398,錦繡樓酒樓,"Kim Soo Lo, Restaurant",Accommodation & Foodservice,Foodservice,錦繡樓,餐館,Kim Soo Lo,"Kim Soo Lo, Restaurant",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.882108,-87.624759,瓊香樓酒樓,"King Hong Lo, Restaurant",Accommodation & Foodservice,Foodservice,瓊香樓,餐館,King Hong Lo,"King Hong Lo, Restaurant",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.890505,-87.646597,瓊州樓酒樓,"King Joe Lo, Restaurant",Accommodation & Foodservice,Foodservice,瓊州樓,餐館,King Joe Lo,"King Joe Lo, Restaurant",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.866493,-87.608624,瓊彩樓酒樓,"King Toy Lo, Restaurant",Accommodation & Foodservice,Foodservice,瓊彩樓,餐館,King Toy Lo,"King Toy Lo, Restaurant",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.881074,-87.631011,瓊香樓酒樓,"King Yen Lo, Restaurant",Accommodation & Foodservice,Foodservice,瓊香樓,餐館,King Yen Lo,"King Yen Lo, Restaurant",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.780747,-87.605887,瓊燕樓酒樓,"King Yeng Lo, Restaurant",Accommodation & Foodservice,Foodservice,瓊燕樓,餐館,King Yeng Lo,"King Yeng Lo, Restaurant",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,公信和雑貨,"Kung Sun Wo, Gen. Mdse",Retail Trade,General Merchandise Stores,公信和,雜貨,Kung Sun Wo,"Kung Sun Wo, Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,羣英樓酒樓,"Quan Ying Lo, Restaurant",Accommodation & Foodservice,Foodservice,羣英樓,餐館,Quan Ying Lo,"Quan Ying Lo, Restaurant",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,廣信源雜貨,"Kwong Sun Yuen & Co., Gen. Mds.e",Retail Trade,General Merchandise Stores,廣信源,雜貨,Kwong Sun Yuen & Co.,"Kwong Sun Yuen & Co., Gen. Mds.e",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.838554,-87.631687,利珍洗衣,"Lee & Chan, Laundry",Other Services,Laundry Services,利珍,洗衣,Lee & Chan,"Lee & Chan, Laundry",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.881876,-87.640556,利瓊樓酒樓,"Lee King Low, Restaurant",Accommodation & Foodservice,Foodservice,利瓊樓,餐館,Lee King Low,"Lee King Low, Restaurant",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,利隆雜貨,"Lee Lung & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,利隆,雜貨,Lee Lung & Co.,"Lee Lung & Co., Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.881555,-87.671755,利勝洗衣,"Lee Sing, Laundry",Other Services,Laundry Services,利勝,洗衣,Lee Sing,"Lee Sing, Laundry",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,美隆雜貨,"Mee Lung & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,美隆,雜貨,Mee Lung & Co.,"Mee Lung & Co., Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.903975,-87.627083,美華雜貨,"Mee Wah & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,美華,雜貨,Mee Wah & Co.,"Mee Wah & Co., Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.838067,-87.64626,美宴樓餐館,"Mee Yen Lo, Restaurant",Accommodation & Foodservice,Foodservice,美宴樓,餐館,Mee Yen Lo,"Mee Yen Lo, Restaurant",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,萬福堂藥材,"Mon Took Tong & Co., Drugs",Retail Trade,Health and Personal Care Stores,萬福堂,藥材,Mon Took Tong & Co.,"Mon Took Tong & Co., Drugs",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.852823,-87.633829,滿記雜貨,"Moon Kee & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,滿記,雜貨,Moon Kee & Co.,"Moon Kee & Co., Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.878094,-87.634313,梅榮雜貨,"Moy Wing & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,梅榮,雜貨,Moy Wing & Co.,"Moy Wing & Co., Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.878158,-87.642092,新廣東餐館,"New Canton, Restaurant",Accommodation & Foodservice,Foodservice,新廣東,餐館,New Canton,"New Canton, Restaurant",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,安泰雜貨,"On High & Co., General Merchandise",Retail Trade,General Merchandise Stores,安泰,雜貨,On High & Co.,"On High & Co., General Merchandise",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.852823,-87.633829,安良堂會所,"On Leong Tong, Society",Other Services,Overseas Chinese Associations,安良堂,會所,On Leong Tong,"On Leong Tong, Society",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.882193,-87.626175,北京餐館,"Pekin, Cafe",Accommodation & Foodservice,Foodservice,北京,餐館,Pekin,"Pekin, Cafe",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.852823,-87.633829,均利隆雜貨,"Quon Lee Lung & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,均利隆,雜貨,Quon Lee Lung & Co.,"Quon Lee Lung & Co., Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.852823,-87.633829,廣泰源雜貨,"Quong Hai Yuen & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,廣泰源,雜貨,Quong Hai Yuen & Co.,"Quong Hai Yuen & Co., Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,廣合隆雜貨,"Quong Hop Lung & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,廣合隆,雜貨,Quong Hop Lung & Co.,"Quong Hop Lung & Co., Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,廣利源餐館,"Quong Lee Yuen, Restaurant",Accommodation & Foodservice,Foodservice,廣利源,餐館,Quong Lee Yuen,"Quong Lee Yuen, Restaurant",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.852823,-87.633829,廣安隆雜貨,"Quong On Lung & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,廣安隆,雜貨,Quong On Lung & Co.,"Quong On Lung & Co., Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.852823,-87.633829,廣生隆雜貨,"Quong Sang Lung & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,廣生隆,雜貨,Quong Sang Lung & Co.,"Quong Sang Lung & Co., Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.881074,-87.631011,廣勝雜貨,"Quong Sing & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,廣勝,雜貨,Quong Sing & Co.,"Quong Sing & Co., Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.852823,-87.633829,廣聚隆雜貨,"Quong Tsue Lung & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,廣聚隆,雜貨,Quong Tsue Lung & Co.,"Quong Tsue Lung & Co., Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,廣和盛漆器,"Quong Wah Sing & Co., Chinese and Japanese Curios",Retail Trade,Lacquerware Stores,廣和盛,漆器,Quong Wah Sing & Co.,"Quong Wah Sing & Co., Chinese and Japanese Curios",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,廣榮記雑貨,"Quong Wing Kee, Gen. Mdse",Retail Trade,General Merchandise Stores,廣榮記,雜貨,Quong Wing Kee,"Quong Wing Kee, Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,廣榮源雜貨,"Quong Wing Yuen & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,廣榮源,雜貨,Quong Wing Yuen & Co.,"Quong Wing Yuen & Co., Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.852823,-87.633829,廣怡記雜貨,"Quong Yee Kee & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,廣怡記,雜貨,Quong Yee Kee & Co.,"Quong Yee Kee & Co., Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.852823,-87.633829,廣源雜貨,"Quong Yuen & Co., Gen. Mdse",Retail Trade,General Merchandise Stores,廣源,雜貨,Quong Yuen & Co.,"Quong Yuen & Co., Gen. Mdse",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.838067,-87.64626,三利洗衣,"Sam Lee, Laundry",Other Services,Laundry Services,三利,洗衣,Sam Lee,"Sam Lee, Laundry",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,三隆雜貨,"SAM LUNG & CO., General Mdse.",Retail Trade,General Merchandise Stores,三隆,雜貨,SAM LUNG & CO.,"SAM LUNG & CO., General Mdse.",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.881876,-87.640556,三棧,Sam Chan & Co. ,Unclassified Establishments,Others,三棧,,Sam Chan & Co.,Sam Chan & Co. ,市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.776715,-87.633152,三盛洗衣,"Sam Sing, Laundry",Other Services,Laundry Services,三盛,洗衣,Sam Sing,"Sam Sing, Laundry",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.787034,-87.644983,三盛洗衣,"Sam Sing, Laundry",Other Services,Laundry Services,三盛,洗衣,Sam Sing,"Sam Sing, Laundry",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.852823,-87.633829,三華雜貨,"Sami Wah, General Merchandise",Retail Trade,General Merchandise Stores,三華,雜貨,Sami Wah,"Sami Wah, General Merchandise",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.87917,-87.65079,三華洗衣,"Sam Wah, Laundry",Other Services,Laundry Services,三華,洗衣,Sam Wah,"Sam Wah, Laundry",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.807981,-87.66494,三華洗衣,"Sam Wah, Laundry",Other Services,Laundry Services,三華,洗衣,Sam Wah,"Sam Wah, Laundry",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.881876,-87.640556,三榮雜貨,"Sam Wing Sing & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,三榮,雜貨,Sam Wing Sing & Co.,"Sam Wing Sing & Co., Gen. Mdse.",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,生昌雑貨,"Sang Chong & Co., (General Merchandise)",Retail Trade,General Merchandise Stores,生昌,雜貨,Sang Chong & Co.,"Sang Chong & Co., (General Merchandise)",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,勝隆雜貨,"Sang Lung & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,勝隆,雜貨,Sang Lung & Co.,"Sang Lung & Co., Gen. Mdse.",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,三記雜貨,"Sam Kee, General Merchandise",Retail Trade,General Merchandise Stores,三記,雜貨,Sam Kee,"Sam Kee, General Merchandise",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,生利雑貨,"Sang Lee & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,生利,雜貨,Sang Lee & Co.,"Sang Lee & Co., Gen. Mdse.",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,兆昌隆雑貨,"Shu Chong Lung & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,兆昌隆,雜貨,Shu Chong Lung & Co.,"Shu Chong Lung & Co., Gen. Mdse.",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,勝隆雜貨,"Sing Lung & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,勝隆,雜貨,Sing Lung & Co.,"Sing Lung & Co., Gen. Mdse.",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.881876,-87.640556,勝財雜貨,"Sing Toy & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,勝財,雜貨,Sing Toy & Co.,"Sing Toy & Co., Gen. Mdse.",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,成益雜貨,"Sing Yick & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,成益,雜貨,Sing Yick & Co.,"Sing Yick & Co., Gen. Mdse.",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.84476,-87.64609,雙隆洗衣,"Song Lung, Laundry",Other Services,Laundry Services,雙隆,洗衣,Song Lung,"Song Lung, Laundry",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,雙英樓酒樓,"Song Ying Lo, Restaurant",Accommodation & Foodservice,Foodservice,雙英樓,餐館,Song Ying Lo,"Song Ying Lo, Restaurant",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,泗昌雜貨,"Sue Chong & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,泗昌,雜貨,Sue Chong & Co.,"Sue Chong & Co., Gen. Mdse.",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,遂和昌雜貨,"Suey Wo Chong & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,遂和昌,雜貨,Suey Wo Chong & Co.,"Suey Wo Chong & Co., Gen. Mdse.",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.838067,-87.64626,信盛洗衣,"Sun Sing, Laundry",Other Services,Laundry Services,信盛,洗衣,Sun Sing,"Sun Sing, Laundry",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,泰興祥雜貨,"Tai Hing Chong & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,泰興祥,雜貨,Tai Hing Chong & Co.,"Tai Hing Chong & Co., Gen. Mdse.",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.852823,-87.633829,泰利呂宋煙,"Tai Lee & Co., Cigars",Retail Trade,Tobacco Stores,泰利,煙行,Tai Lee & Co.,"Tai Lee & Co., Cigars",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.876292,-87.630716,泰生首飾,"Tai Sing, Goldsmith",Retail Trade,Jewelry Stores,泰生,首飾,Tai Sing,"Tai Sing, Goldsmith",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,泰和雜貨,"Tai Wah & Co., Gen. Mdse.",Retail Trade,General Merchandise Stores,泰和,雜貨,Tai Wah & Co.,"Tai Wah & Co., Gen. Mdse.",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.727216,-87.623675,廣東樓酒館,"The Canton Lo, Restaurant",Accommodation & Foodservice,Foodservice,廣東樓,餐館,The Canton Lo,"The Canton Lo, Restaurant",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.825273,-87.606865,新廣東餐館,"The New Canton, Restaurant",Accommodation & Foodservice,Foodservice,新廣東,餐館,The New Canton,"The New Canton, Restaurant",市加咕埠,爹路奈省,Chicago,Illinois
North America,United States,爹路奈省 市加咕埠,"Chicago, Illinois",,41.854293,-87.632123,天成打銀,"Tin Sing & Co., Goldsmiths",Retail Trade,Jewelry Stores,天成,打銀,Tin Sing & Co.,"Tin Sing & Co., Goldsmiths",市加咕埠,爹路奈省,Chicago,Illinois
